OBJECTID,Column2,Column1,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date_,EandR,Map,USGS7_5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,FormationNew,species,Ammonite_,Type_,COUNT,N_F
235,810,541,4909,USA,KS,Wallace,Cretaceous,Lowest ls. Concr. In Sharon Springs member of Pierre shale,Campanian,NA,,"NE¼ sec. 6, T. 14 S., R. 38W.","Baculites, Pteria",,W.A. Cobban & G.R. Gill,11/14/1960,,,Harrison Flats,38.87076,-101.58295,,,02/18/2014,"baculites, Pteria",,Sharon Springs,Baculites,Y,Ammonite,1,F
236,809,526,2663,USA,KS,Logan,Upper Cretaceous,Lower part of Sharon Springs member of Pierre shale,"Campanian, Middle  80.04 MY",NA,,"Old road cut south of old town of Smoky River NE1/4 sec. 18, T. 12 S., R. 36 W.",Baculites obtusus Meek,Baculites obtusus,"J. R. Gill, W. A. Cobban",11/15/1960,0,,,39.0171,-101.3548,PP 728,,02/18/2014,Baculites obtusus,,Sharon Springs,Baculites obtusus Meek,Y,Ammonite,1,F
237,947,989,4913,USA,MT,Petroleum,Cretaceous,Telegraph Creek Fm. From ironstone about 15' above D4912.,Campanian,NA,,"Bank of McDonald Creek 1 mile east of Winnett, near center of east line of sec. 6, T. 14N., R. 27E.","Baculites, crustacean ",,W. A. Cobban,7/31/1965,,Winnett section,,47.003875,-108.337453,,,02/18/2014,"Baculites, crustacean ",,Telegraph Creek,Baculites,Y,Ammonite,1,F
238,3431,334,1446,USA,MT,Carbon,Upper Cretaceous,Elk Basin sandstone Member of Telegrap Creek formation.,Campanian,NA,PLACENTIFORME,"Northwest side of Elk Basin, from conspicuous butte in NW¼SW¼ sec. 35, T. 9 S., R. 23 E","Scaphites, Baculites, Ostrea",Scaphites hippocrepis,W. A. Cobban,8/13/1957,,,,45.68801,-108.21962,PP 619,,02/18/2014,"Scaphites, Baculites, Ostrea",,Elk Basin,Baculites,Y,Ammonite,1,F
239,71,454,2154,USA,MT,Garfield,Cretaceous,Gray limestone concretion 39' above basal pebble bed of Claggett shale,Campanian,NA,,"3.6 miles ENE of Mosby near center of E1/2 E1/2 sec. 5, T. 14 N., R. 31 E.",Baculites aguilaensis,Baculites obtusus,W. A. Cobban,8/19/1959,,,,47.00545,-107.80952,,,02/18/2014,Baculites aguilaensis,,Claggett,Baculites aguilaensis,Y,Ammonite,1,F
240,3271,325,4220,USA,MT,Yellowstone,Upper Cretaceous,"Eagle Sandstone, from upper 20 feet of lowest (40 feet thick) sandstone.","Campanian, Lower about 81.7 MY",NA,SCOTTI,"NW1/4 SW1/4 sec. 1, T. 2 S., R. 28 E. .","Inoceramus cf. I. balticus Boehm, Baculites aquiaensis Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter",Scaphites hippocrepis,J. R. Gill,1962,,,Woody Mountain NW,45.688,-108.2103,PP 619,,02/18/2014,"Inoceramus cf. I. Balticus Boehm, Baculites aquiaensis Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter",,Eagle,Baculites aquiaensis Reeside,Y,Ammonite,1,F
241,3301,328,4221,USA,MT,Yellowstone,Upper Cretaceous,"Eagle Sandstone, same level as D4220","Campanian, Lower about 81.7 MY",NA,,"NW1/4 NW1/4 NW1/4 sec. 6, T. 2 S., R. 29 E. .","Inoceramus cf. I. Balticus Boehm, Baculites aquiaensis Reeside, Scaphites hippocrepis (DeKay)",,J. R. Gill,1962,,,,45.6955,-108.3231,PP 619,,02/18/2014,"Inoceramus cf. I. Balticus Boehm, Baculites aquiaensis Reeside, Scaphites hippocrepis (DeKay)",,Eagle,Baculites aquiaensis Reeside,Y,Ammonite,1,F
242,323,321,5641,USA,MT,Petroleum,Cretaceous,"Eagle Sandstone, from ferruginous concretion 161-176 ft above base",Campanian,NA,,Same locality as D5639 and also beside road near center of sec. 26.,Baculites aquilaensis Reeside,,Gill and others,7/26/1966,OF-67-1D,,Cat Creek,47.03942,-108.01091,,,02/18/2014,Baculites aquilaensis Reeside,,Eagle,Baculites aquilaensis Reeside,Y,Ammonite,1,F
243,957,1001,5637,USA,MT,Petroleum,Cretaceous,"Telegraph Creek formation, 23 ft below top",Campanian,NA,,"SW¼ sec. 26, T. 15 N., R. 29 E.",Baculites aquilaensis Reeside,,Gill & Burkholder ,7/26/1966,OF-67-1D,,Cat Creek,47.03058,-108.01338,,,02/18/2014,Baculites aquilaensis Reeside,,Telegraph Creek,Baculites aquilaensis Reeside,Y,Ammonite,1,F
244,9651,1010,5635,USA,MT,Petroleum,Cretaceous,"Telegraph Creek Formation, from ferruginous concretions 67-77 ft above base",Campanian,NA,,"SW¼ sec. 26, T. 15 N., R. 29 E.","bryozoan (attached to baculite), Baculites aquilaensis Reeside",,Gill and others,7/26/1966,OF-67-1D,,Cat Creek,47.03058,-108.01338,,,02/18/2014,"bryozoan (attached to baculite), Baculites aquilaensis Reeside",,Telegraph Creek,Baculites aquilaensis Reeside,Y,Ammonite,1,F
245,11960,1002,5638,USA,MT,Petroleum,Cretaceous,"Telegraph Creek formation, 5 ft below top",Campanian,NA,,"SW¼ sec. 26, T. 15 N., R. 29 E.",Inoceramus (Sphenoceramus) sp. Baculites aquilaensis Reeside,,Gill & Fleisher,7/26/1966,OF-67-1D,,Cat Creek,47.03058,-108.01338,,,02/18/2014,Inoceramus (Sphenoceramus) sp. Baculites aquilaensis Reeside,,Telegraph Creek,Baculites aquilaensis Reeside,Y,Ammonite,1,F
246,9913,332,685,USA,MT,Glacier,Cretaceous,Either Telegraph Creek fm .or Virgelle sandstone .,"Campanian, Middle",NA,,"In the NW 1/4 sec. 8,T.32 N.,R.12 W.","Inoceramus lobatus ,Ostrea congesta , Mactra arenarria ,Baculites asperiformis , Placemticeras planum.",,B.R. Alto,1955,,Starr School,,48.55321,-113.20179,,,02/18/2014,"Inoceramus lobatus ,Ostrea congesta , Mactra arenarria ,Baculites asperiformis , Placemticeras planum.",,Virgelle,Baculites asperiformis ,Y,Ammonite,1,NA
247,11958,998,665,USA,MT,Toole,Cretaceous,"Telegraph Creek formation ,70 feet above base. ",Campanian,NA,,"P.T.Sta.14 ,in the NE1/4NE1/4sec.28,T.29N.,R.4W.",Inoceramus sp. Ostrea sp . Baculites cf .B.minerensis,,B.R.Alto,2044,,,Cactus Flat,48.4938,-112.041,,,02/18/2014,Inoceramus sp. Ostrea sp . Baculites cf .B.minerensis,,Telegraph Creek,Baculites cf .B.minerensis,Y,Ammonite,1,N
248,3152,313,4281,USA,MT,Yellowstone,Cretaceous,"Eagle Formation, from ledge of concretionary sandstone 12 feet above base","Campanian, Lower about 81.7 MY",NA,SCOTTI,"E1/2  sec. 5, T. 2 S., R. 29 E.","Inoceramus cf. I. balticus Boehm, Pteria n. sp., Baculites cf. B. asper Morton, Scaphites hippocrepis (DeKay)",,"R. Burkholder, W. A. Cobban",23324,,,Woody Mountain NW,45.6854,-108.16128,,,02/18/2014,"Inoceramus cf. I. Balticus Boehm, Pteria n. sp., Baculites cf. B. asper Morton, Scaphites hippocrepis (DeKay)",,Eagle,Baculites cf. B. asper Morton,Y,Ammonite,1,F
249,949,991,2675,USA,MT,Lewis and Clark,Cretaceous,Telegraph Creek formation,Campanian,NA,,"About 3,500 feet west of U.S.Hwy. 287 and 4,050 feet N67W from jct. of U.S. Hwy. 287 and gravel road t°Craig. SE1/4 SE1/4 sec. 26, T. 15 N., R. 4 W",Baculites codyensis Reeside,,Robert. G. Schmidt,21922,0,Wolf Creek ,Wolf Creek,47.0224,-112.0636,,,02/18/2014,Baculites codyensis Reeside,,Telegraph Creek,Baculites codyensis Reeside,Y,Ammonite,1,NA
250,950,992,2676,USA,MT,Lewis and Clark,Cretaceous,Telegraph Creek formation,Campanian,NA,,"About 3,500 feet west of U.S.Hwy. 287 and 4,300 feet N64W from jct. of U.S. Hwy. 287 and gravel road t°Craig. SE1/4 SE1/4 sec. 26, T. 15 N., R. 4 W","Baculites codyensis Reeside, Scaphites fragments",,Robert. G. Schmidt,21922,0,Wolf Creek,Wolf Creek,47.0234,-112.0643,,,02/18/2014,"Baculites codyensis Reeside, Scaphites fragments",,Telegraph Creek,Baculites codyensis Reeside,Y,Ammonite,1,NA
251,951,993,2681,USA,MT,Lewis and Clark,Cretaceous,Telegraph Creek formation,Campanian,NA,,"Road cut along U.S.Hwy. 287 in SW1/4 NW1/4 sec. 36, T. 16 N., R. 4 W.",Baculites codyensis Reeside,,Robert. G. Schmidt,21924,0,Wolf Creek,Wolf Creek,47.1003,-112.0585,,,02/18/2014,Baculites codyensis Reeside,,Telegraph Creek,Baculites codyensis Reeside,Y,Ammonite,1,NA
252,970,1017,3906,USA,MT,Gallatin,Cretaceous,Telegraph Creek Formation.,Campanian,NA,,"Center of NE1/4 sec. 14, T. 4 N., R. 5 E. ","Baculites codyensis Reeside, Clioscaphites montanensis Cobban?",,Skipp,22654,,Maudlow ,,46.10436,-111.06305,,,02/18/2014,"Baculites codyensis Reeside, Clioscaphites montanensis Cobban?",,Telegraph Creek,Baculites codyensis Reeside,Y,Ammonite,1,NA
253,9432,528,2286,USA,MT,Blaine,Cretaceous,Lower part of Telegraph Creek formation,Campanian,NA,,"1.1 miles southeast of Pasma-Cole Ranch, 0.2 mile north of southwest E24in NW1/4 NW1/4 SE1/4 sec. 7, T. 26 N., R. 21 E","Cardium n.sp., Pterocerella sp., baculites codyensis Reeside",,"B. Carter Hearn, Jr.",1959,,Rattlesnake ,,48.02179,-109.06996,,,02/18/2014,"Cardium n.sp., Pterocerella sp., baculites codyensis Reeside",,Telegraph Creek,baculites codyensis Reeside,Y,Ammonite,1,F
254,9713,1018,1128,USA,MT,Teton,Cretaceous,"Telegraph Creek formtion ,64,8 feet from top of unit 1, sec .5.","Santonian, Upper.  83.91 MY",NA,,"SE1/4SW1/4 sec.28,T.22 N.,R.8 W.","Inoceramus sp., Ostrea congesta, Baculite haresi, Desmoscaphites bassleri.",Desmoscaphites bassleri,"M.R.Mudge , J.J.Halbert",7/29/1956,EG-56-16D,"Saypo  ,MT",Castle Reef,47.62697,-112.64142,PP 450 D,,02/18/2014,"Inoceramus sp., Ostrea congesta, Baculite haresi, Desmoscaphites bassleri.",F-89,Telegraph Creek,Baculites haresi,Y,Ammonite,1,NA
255,111018,1078,683,USA,MT,Glacier,Cretaceous,Virgelle sandstone ,Campanian,NA,,"P.T.Sta. 83 ,in the SE1/4NE1/4 sec.9,T.32 N., R.13 W.",Inoceramus lobatus Protodonax n.sp .Mactra arenaria Baculites haresi,,B.R. Alto,1955,,Kiowa,,48.55011,-113.29386,,,02/18/2014,Inoceramus lobatus Protodonax n.sp .Mactra arenaria Baculites haresi,,Virgelle,Baculites haresi,Y,Ammonite,1,NA
256,9943,461,670,USA,MT,Glacier,Cretaceous,Green bed in Virgelle sandstone,Campanian,NA,,"In the SW1/4 sec. 9,T.32 N.,R. 13 W.","Ostrea sp., Protodonax n.sp.,Gyrodes sp .,Baculites haresi ",,B.R.Alto,1955,,Kiowa,,48.54243,-113.30312,,,02/18/2014,"Ostrea sp., Protodonax n.sp.,Gyrodes sp .,Baculites haresi ",,Virgelle,Baculites haresi ,Y,Ammonite,1,NA
257,959,1003,4639,USA,MT,Carbon,Cretaceous,"Telegraph Creek Formation, about 20-25 feet above G64-15-4",Campanian,NA,,"SW¼ sec. 27, T. 8 S., R. 24 E",Baculites haresi Reeside,,Givens,8/27/1964,OF-64-14D,,,45.10719,-108.77524,,,02/18/2014,Baculites haresi Reeside,,Telegraph Creek,Baculites haresi Reeside,Y,Ammonite,1,N
258,3453,999,4641,USA,MT,Carbon,Cretaceous,"Telegraph Creek Formation, 15 feet below Elk Basin Sandstone Member.",Campanian,NA,,"NW¼SE¼ sec. 21, T. 8 S., R. 24 E","Inoceramus cf. I. balticus Boehm, Inoceramus cf. I. proximus Tuomey, Ostrea sp., Baculites haresi Reeside",Scaphites hippocrepis,Gill & Givens,8/27/1964,OF-64-14D,,,45.12302,-108.78848,,,02/18/2014,"Inoceramus cf. I. balticus Boehm, Inoceramus cf. I. proximus Tuomey, Ostrea sp., Baculites haresi Reeside",,Elk Basin,Baculites haresi Reeside,Y,Ammonite,1,N
259,3631,444,3520,USA,MT,Rosebud,Upper Cretaceous,"Gammon Formation, from a limestone concretions in lower part.","Campanian, Lower about 83.8 MY",NA,,"Probaly from the SE1/4 sec. 27, T. 12 N., R. 38 E.","Pterocerella sp., Baculites haresi Reeside, Scaphites leei Reeside, Haresiceras montanense (Reeside)",Haresiceras,W. A. Cobban,1948,,,,46.7626,-106.9218,"PP 619, PP 454-I",,02/18/2014,"Pterocerella sp., Baculites haresi Reeside, Scaphites leei Reeside, Haresiceras montanense (Reeside)",,Gammon,Baculites haresi Reeside,Y,Ammonite,1,F
260,3642,445,3519,USA,MT,Rosebud,Upper Cretaceous,"Gammon Formation, from limestone concretions at least 125 feet above base.",Campanian,NA,,"NW1/4NW1/4 sec. 36, T. 12 N., R. 38 E.","Lucina subundata Hall & Meek, Pterocerella sp., Baculites haresi Reeside, Haresiceras montanense (Reeside)",Haresiceras,J. R. Gill and L. G.R. Scott. Schultz,1961,,,,46.7565,-106.8939,PP 454-I,,02/18/2014,"Lucina subundata hall $ Meek, Pterocerella sp., Baculites haresi Reeside, Haresiceras montanense (Reeside)",,Gammon,Baculites haresi Reeside,Y,Ammonite,1,F
261,9423,386,4280,USA,MT,Yellowstone,Upper Cretaceous,"From gray silty limestone concretion in ridge - forming sandy unit, 43 feet above base of Telegraph Creek Formation",Campanian,NA,,"East side of gully W1/2 SW1/4 sec. 5, T. 2 S., R. 29 E. .","Inoceramus cf. I. patootensis de Loriol, Pteria sp., Ostrea sp.,  Baculites haresi Reeside, Haresiceras mancosense",Desmoscaphites bassleri,"Gill, Burkholder, Cobban",23324,,,,45.6815,-108.1693,PP 619,,02/18/2014,"Inoceramus cf. I. Patootensis de Loriol, Pteria sp., Ostrea sp.,  Baculites haresi Reeside, Haresiceras mancosense",,Telegraph Creek,Baculites haresi Reeside,Y,Ammonite,1,F
262,9641,1008,5634,USA,MT,Petroleum,Upper Cretaceous,"Telegraph Creek Formation, from 21-ft unit of ironstone and limestone concretions 16-37 ft above base","Campanian, Lower about 81.7 MY",NA,,"SW¼ sec. 26, T. 15 N., R. 29 E.","Inoceramus (Sphenoceramus) cf. I. Lingua Goldfuss, Baculites haresi Reeside, Scaphites hippocrepis (Dekay) (early form)",,Gill and others,7/26/1966,OF-67-1D,,Cat Creek,47.03058,-108.01338,PP 619,,02/18/2014,"Inoceramus (Sphenoceramus) cf. I. Lingua Goldfuss, Baculites haresi Reeside, Scaphites hippocrepis (Dekay) (early form)",,Telegraph Creek,Baculites haresi Reeside,Y,Ammonite,1,F
263,664,523,967,USA,MT,Summit,Cretaceous,Lower part of Mitten black shale member of Pierre shale ,"Campanian, Middle  80.04 MY",NA,,"NE1/4NW1/4NW1/4 sec.29, T.5 S., R.59 E.",Baculites  obtusus ,Baculites obtusus,"G.R.Scott, G.D.Robinson, W.J.Mapel , W.A. Cobban",4/25/1956,MD-56-13D,,,45.37582,-104.47335,,,02/18/2014,Baculites  obtusus ,Photo DHC-5B-54,Pierre,Baculites obtusus ,Y,Ammonite,1,F
264,702,452,3436,USA,MT,Bighorn,Cretaceous,Gray - weathering limestone concretions immediately overlying basal (18 - inch) bentonite bed of Claggett Member of Cody Shale,"Campanian, Middle  80.04 MY",NA,,"NE1/4 NW1/4 NE1/4 sec. 13, T. 1 S., R. 34 E.","Inoceramus sp., Lucina sp, Baculites obtusus Meek, Scaphites aff. S. spiniger Schluter",Baculites obtusus,"J. R. Gill, W. A. Cobban",1960,0,,,45.7521,-107.4601,PP 483-E,,02/18/2014,"Inoceramus sp., Lucina sp, Baculites obtusus Meek, Scaphites aff. S. spiniger Schluter",,Claggett,Baculites obtusus Meek,Y,Ammonite,1,F
265,69,369,3273,USA,MT,Blaine,Cretaceous,From bentonite zone in lower part of Claggett Shale.,"Campanian, Middle  80.04 MY",NA,,"SE1/4NW1/4 sec . 31, T. 23 N., R. 17 E.",Baculites obtusus Meek.,Baculites obtusus,J. G. Gill,1961,0,,,47.72323,-109.60074,,,02/18/2014,Baculites obtusus Meek.,,Claggett,Baculites obtusus Meek.,Y,Ammonite,1,F
266,334,398,3272,USA,MT,Blaine,Cretaceous,From limestone concretions in shale near top of Eagle Sandstone.,"Campanian, Middle  80.04 MY",NA,,"SE1/4NW1/4 sec . 31, T. 23 N., R. 17 E.",Baculites obtusus Meek.,Baculites obtusus,J. G. Gill,1961,0,,,47.72323,-109.60074,,,02/18/2014,Baculites obtusus Meek.,,Eagle,Baculites obtusus Meek.,Y,Ammonite,1,F
267,3114,46,9150,USA,MT,Liberty,Cretaceous ,Basal part of Eagle Formation,Campanian,NA,,"East of East Butte in the SW1/4 NW1/4 sec. 13, T. 36 N., R. 5 E.","Inoceramus sp, Cymbophora? sp, Cymella? sp, Internal molds of small pelecypods and gastropods, Baculites sp ",,D. D. Rice ,7/16/1974,OER-74-18D,Bingham Lake   ,Bingham Lake,48.8797,-111.0238,,,02/18/2014,"Inoceramus sp, Cymbophora? sp, Cymella? sp, Internal molds of small pelecypods and gastropods, Baculites sp ",,Eagle,Baculites sp.,Y,Ammonite,1,F
268,111012,1075,681,USA,MT,Glacier,Cretaceous,Virgelle sandstone,Campanian,NA,,"In the NE 1/4NW1/4sec. 10,T.32 N.,R.13 W.,",Pteria (Oxytoma ) n .sp .Ostrea congesta Anomia subquadrata Baculites sp .,,B.R. Alto,1955,,Kiowa,,48.55252,-113.28137,,,02/18/2014,Pteria (Oxytoma ) n .sp .Ostrea congesta Anomia subquadrata Baculites sp .,,Virgelle,Baculites sp.,Y,Ammonite,1,NA
269,3461,1000,4642,USA,MT,Carbon,Cretaceous,"Telegraph Creek Formation, 15 feet below Elk Basin Sandstone Member.",Campanian,NA,,"SW¼ sec. 27, T. 8 S., R. 24 E","Inoceramus cf. I. balticus Boehm, Baculites sp., Placenticeras planus Hyatt",,Givens,8/27/1964,OF-64-14D,,,45.10719,-108.77524,,,02/18/2014,"Inoceramus cf. I. balticus Boehm, Baculites sp., Placenticeras planus Hyatt",,Elk Basin,Baculites sp.,Y,Ammonite,1,N
270,6742,762,847,USA,MT,Carter,Cretaceous,"Pierre shale ,base middle member.",Campanian,NA,,"SE1/4  sec.29,T.8 S.,R.56 E","Inoceramus aff. I.vanuxemi, Inoceramus  sublaveis ,Baculites sp.",,"C.S. Robinson, W.J.Mapel, G.R. Scott, W.A .Cobban",4/25/1956,MD-56-13D,,Stack Rocks,45.10855,-104.88218,,,02/18/2014,"Inoceramus aff. I.vanuxemi, Inoceramus  sublaveis ,Baculites sp.",5 CR-56,Pierre,Baculites sp.,Y,Ammonite,1,F
271,9682,1015,4638,USA,MT,Carbon,Cretaceous,"Telegraph Creek Formation, same level as G64-15-2. ",Campanian,NA,,"SW¼ sec. 27, T. 8 S., R. 24 E.","Nemodon sp., Crymbophora? Sp., Baculites sp.",,Givens,8/27/1964,OF-64-14D,,,45.10719,-108.77524,,,02/18/2014,"Nemodon sp., Crymbophora? Sp., Baculites sp.",,Telegraph Creek,Baculites sp.,Y,Ammonite,1,N
272,113472,1009,4640,USA,MT,Carbon,Cretaceous,"Telegraph Creek Formation, from 2-foot sandstone above 85-foot shale unit below Elk Basin Sandstone Member.",Campanian,NA,,"SW¼ sec. 27, T. 8 S., R. 24 E. Same locality as D4639","Nucula sp., Inoceramus sp., Baculites sp. Fragment of scaphite",,Givens,8/27/1964,OF-64-14D,,,45.10719,-108.77524,,,02/18/2014,"Nucula sp., Inoceramus sp., Baculites sp. Fragment of scaphite",,Elk Basin,Baculites sp.,Y,Ammonite,1,N
273,322,320,5644,USA,MT,Petroleum,Cretaceous,"Eagle Sandstone, from conspicuous bed of large tan sandy concretions 82 ft below top","Campanian, Lower. about 80.9 MY",NA,,"SE¼SE¼ sec. 35, T. 15 N., R. 29 E",Baculites sp. (smooth),,Gill and others,7/26/1966,OF-67-1D,,Cat Creek,47.01512,-108.00043,,,02/18/2014,Baculites sp. (smooth),,Eagle,Baculites sp. ,Y,Ammonite,1,F
274,344,335,1445,USA,MT,Carbon,Cretaceous,Elk Basin sandstone Member of Telegraph Creek formation.,Campanian,NA,,"North side of Elk Basin, NW ¼ sec. 35, T. 9 S.,R. 23 E.","Baculites thomi, Scaphites",Scaphites hippocrepis,W. A. Cobban,8/13/1957,,,,45.005,-108.8797,,,02/18/2014,"Baculites thomi, Scaphites",,Elk Basin,Baculites thomi,Y,Ammonite,1,N
275,338,1061,9151,USA,MT,Liberty,Cretaceous ,"Upper part of Telegraph Creek Formation, Upper part of Eagle Formation ",Campanian,NA,,"Same locality as D1950, North side of East Butte in the NW1/4 SW1/4 sec. 9, T. 36 N., R. 5 E. Northeast bank of Sherry Coulee in the SE1/4 SW1/4 sec. 8, T. 24 N., R. 13 E.",Baculites thomi Reeside,Baculites thomi,D. D. Rice and W. Stanton ,"7/16/74, 7/24/74",OER-74-18D,"Bingham Lake, Eagle Buttes   ",Bingham Lake,48.8797,-111.0238,,,02/18/2014,Baculites thomi Reeside,,Eagle,Baculites thomi Reeside,Y,Ammonite,1,F
276,960,1004,5685,USA,MT,Chouteau,Cretaceous,"Telegraph Creek Formation, about 30ft below top.",Campanian,NA,,"Center of west line of SE¼ sec. 10, T. 23 N., R. 14 E.",Baculites thomi Reeside,Baculites thomi,Gill and Cobban,7/18/1966,OF-67-1D,,,47.76323,-109.91781,,,02/18/2014,Baculites thomi Reeside,,Telegraph Creek,Baculites thomi Reeside,Y,Ammonite,1,N
277,3482,1012,4637,USA,MT,Carbon,Upper Cretaceous,"Telegraph Creek Formation, from middle of 80-foot sandy unit 205 feet below Elk Basin Sandstone Member.","Campanian, Lower about 83.8 MY",NA,,"NW¼SE¼ sec. 21, T. 8 S., R. 24 E.","Astarte? Sp., crymbophora? Sp., Baculites thomi Reeside, Scaphites leei Reeside",Baculites thomi,Gill & Givens,8/28/1964,OF-64-14D,,,45.12302,-108.78848,PP 619,,02/18/2014,"Astarte? Sp., crymbophora? Sp., Baculites thomi Reeside, Scaphites leei Reeside",,Elk Basin,Baculites thomi Reeside,Y,Ammonite,1,N
278,3493,1014,4223,USA,MT,Carbon,Cretaceous,"Telegraph Creek Formation, from top of Elk Basin Sandstone Member.",Campanian,NA,,"SW1/4 NE1/4 sec. 26, T. 7 S., R. 23 E.","Inoceramus cf. I. Balticus Boehm, Ostrea sp., Pholadomya aff. P. cupressensis Landes, Baculites thomi Reeside, Placenticeras cf. P. planum Hyatt",Baculites thomi,J. R. Gill,1962,,,,45.1982,-108.8704,,,02/18/2014,"Inoceramus cf. I. Balticus Boehm, Ostrea sp., Pholadomya aff. P. cupressensis Landes, Baculites thomi Reeside, Placenticeras cf. P. planum Hyatt",,Elk Basin,Baculites thomi Reeside,Y,Ammonite,1,N
279,9441,529,3803,USA,MT,Teton,Cretaceous,Lower part of Telegraph Creek Formation,Campanian,NA,,"Station 211 on east bank of North Fork of Sun River half a mile north of mouth of Circle Creek, ","Inoceramus cf. I. Lesginensis Dobrov & Pavlova, Baculites thomi Reeside, Clioscaphites montanense Cobban?, Desmoscaphites? sp",Desmoscaphites bassleri,"D. L. Snow, M. R. Mudge & family",8/17/1962,NR-62-10D,Glenn Creek,,47.6897,-112.9059,,,02/18/2014,"Inoceramus cf. I. Lesginensis Dobrov & Pavlova, Baculites thomi Reeside, Clioscaphites montanense Cobban?, Desmoscaphites? sp",,Telegraph Creek,Baculites thomi Reeside,Y,Ammonite,1,NA
280,9611,1005,4224,USA,MT,Lewis and Clark,Cretaceous,"Telegraph Creek Formation, about 8 feet below a 1 - foot bed of bentonite.",Campanian,NA,,"SE1/4 SE1/4 sec. 16, T. 17 N., R. 5 W. Mont.",Baculites thomi Reeside,,J. R. Gill,7/18/1962,,,,47.22354,-112.23934,,,02/18/2014,Baculites thomi Reeside,,Telegraph Creek,Baculites thomi Reeside,Y,Ammonite,1,NA
281,178,183,13197,USA,MT,Yellowstone,Cretaceous,"Cody Shale, from 6'2 below top of Turner Member ",Campanian,NA,,"South facing slope of ravine just south of Billings along southside of Yellowstone River SW1/4 NW1/4 NE1/4 sec. 31, T. 1 S., R. 26 E.",Baculites yokoyamai ,,Cobban,7/28/1991,0,Yegen 7-1/2' ,,45.70817,-108.56229,,,02/18/2014,Baculites yokoyamai ,,Cody,Baculites yokoyamai ,Y,Ammonite,1,N
282,10214,984,9139,USA,MT,Phillips,Cretaceous ,Tan-weathering inoceramite beds in middle of calcareous shale unit of Warm Creek Shale,,NA,,"NE1/4 SW1/4 sec. 7, T. 24 N., R. 25 E","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax",,Merewether and Cobban ,7/14/1974,OER-74-17D,Fairport,Hays SE,47.8479,-108.5799,Bull 1962,,02/18/2014,"Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax",,Warm Creek,Bit of an ammonite,Y,Ammonite,1,F
283,945,986,13569,USA,MT,Broadwater,Cretaceous,Telegraph Creek Fm,Campanian,NA,,"SE1/4NW1/4 sec. 21, T. 6 N., R. 1 W.",Clioscaphites cf novimexicanus,,Tysdal,1944,0,Giant Hill  ,,46.26162,-111.73676,,,02/18/2014,Clioscaphites cf novimexicanus,,Telegraph Creek,Clioscaphites cf novimexicanus,Y,Ammonite,1,NA
284,9442,529,3803,USA,MT,Teton,Cretaceous,Lower part of Telegraph Creek Formation,Campanian,NA,,"Station 211 on east bank of North Fork of Sun River half a mile north of mouth of Circle Creek, ","Inoceramus cf. I. Lesginensis Dobrov & Pavlova, Baculites thomi Reeside, Clioscaphites montanense Cobban?, Desmoscaphites? sp",Desmoscaphites bassleri,"D. L. Snow, M. R. Mudge & family",8/17/1962,NR-62-10D,Glenn Creek,,47.6897,-112.9059,,,02/18/2014,"Inoceramus cf. I. Lesginensis Dobrov & Pavlova, Baculites thomi Reeside, Clioscaphites montanense Cobban?, Desmoscaphites? sp",,Telegraph Creek,Clioscaphites montanense Cobban?,Y,Ammonite,1,NA
