Column1,X,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date,EandR,Map,USGS7.5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,species
762,2728,3786,USA,WY,Niobrara,Cretaceous,Fox Hills Sandstone,"Campanian, Upper. about 71.0 MY",NA,,"About 4 miles north of Red Bird NW1/4 sec. 3, T. 38 N., R. 62 W.",Discoscaphites,,"R. E. Burkholder, W. A. Cobban",06/12/1962,,,,43.30295,-104.29754,PP 550 B,,02/18/2014,Discoscaphites,,Discoscaphites
756,2714,964,USA,WY,Niobrara,Cretaceous,FoxHills sandstone,,NA,,"Sandstone bluffs 0.4mile west of U.S.Highway 85 and 5.7 miles south-southwest of Redbird stone ,near center of the W1/2 sec.20,T.37 N.,R.62W., .",Discoscaphites . ,,"                  G.R.Scott,W.A. Cobban",4/28/1956,0,,,43.17087,-104.33553,,,02/18/2014,Discoscaphites . ,,Discoscaphites . 
271,1038,6115,USA,WY,Carbon,Cretaceous,"Lewis Shale, probadly slightly below Dad sandstone",Maastrichtian,NA,,"SW¼NW¼ sec. 25, T. 25 N., R. 86 W.",Discoscaphites sp.,,E. A. Merewether,09/10/1967,OF-67-8D,Wild Horse Mtn,,42.1108,-107.07385,,,02/18/2014,Discoscaphites sp.,,Discoscaphites sp.
295,1127,6113,USA,WY,Carbon,Cretaceous,"Lewis Shale, upper part; 50-100 ft above D6112",Maastrichtian,NA,,"SW¼SW¼ sec. 29, T. 24 N., R. 85 W.",Discoscaphites sp.,Baculites perplexus,E. A. Merewether,7/25/1967,OF-67-8D,Wild Horse Mtn.,,42.01652,-107.02029,,,02/18/2014,Discoscaphites sp.,,Discoscaphites sp.
683,2457,5952,USA,WY,Weston,Cretaceous,"Greenhorn Fm., about 24' below top",,NA,,"Three miles south of Upton in NW¼ sec. 14, T. 47 N., R. 65 W.",Dosiniopsis,,W.A. Cobban,08/04/1967,,Upton section,,44.06004,-104.63371,,,02/18/2014,Dosiniopsis,,Dosiniopsis
658,2384,429,USA,WY,Weston,Cretaceous,"Pierre shale, below red concretion zone near top of middle member of Pierre shale",Campanian,NA,,"7 miles southeast of Moorcroft, in sec. 2, T. 48 N., R. 67 W. ",Drepanochilus nebrascensis,,"W. J. Mapel, C. S. Robinson. W. A. Cobban",9/22/1955,MD-55-11D,,,44.17117,-104.86951,,,02/18/2014,Drepanochilus nebrascensis,,Drepanochilus nebrascensis
678,2440,5943,USA,WY,Weston,Cretaceous,"Belle Fourche Sh., 245' above Marker Bent Bed. Colloid section.",,NA,,"one mile west of Colloid NW¼ sec. 33, T. 48 N., R. 65 W.",Dunveganoceras,Dunveganoceras albertense,W.A. Cobban,08/06/1967,,,,44.10322,-104.67348,,,02/18/2014,Dunveganoceras,,Dunveganoceras
734,2672,5929,USA,WY,Weston,Upper Cretaceous,"Osage section. Greenhorn Fm., 117' above base",,NA,,"SW¼ sec. 17, T. 46 N., R. 63 W.",Dunveganoceras,Dunveganoceras albertense,W.A. Cobban,08/03/1967,,,,43.96356,-104.45164,PP 1186-A,,02/18/2014,Dunveganoceras,,Dunveganoceras
672,2434,11813,USA,WY,Weston,Cretaceous,"Belle Fourche Shale, from an orange - weathering septarian limestone concretion that lies below the hard shale",,NA,,"NW1/4 NW1/4 sec. 33, T. 48 N., R. 65 W.",Dunveganoceras ,Dunveganoceras albertense,Merewether,10/28/1976,O&G-76-4D,Upton  ,,44.10453,-104.67404,,,02/18/2014,Dunveganoceras ,,Dunveganoceras 
607,2205,8504,USA,WY,Converse,Cretaceous,"Frontier Formation, 105 ft below sandstone ledge,",,NA,,"Near Center of W1/2NE1/4 sec. 6, T. 30 N., R. 71 W.",Dunveganoceras albertanse (Warren),Dunveganoceras albertense,E. A. Merewether,08/01/1972,OER-72-4D,Poison Lake ,,42.602,-105.4074,,,02/18/2014,Dunveganoceras albertanse (Warren),,Dunveganoceras albertanse 
93,345,9271,USA,WY,Big Horn,Cretaceous ,Near top of Frontier Formation,"Cenomanian, Upper. about 94.4 MY",NA,,"SE1/4 NE1/4 sec.15, T. 54 N., R. 95 W.",Dunveganoceras albertense (Warren),Dunveganoceras albertense,E.A Merewether ,8/23/1974,OER-74-19D,North Emblem Reservoir   ,,44.6595,-108.27104,,,02/18/2014,Dunveganoceras albertense (Warren),,Dunveganoceras albertense 
299,1136,9838,USA,WY,Natrona,Cretaceous,"Frontier formation, from sandstone higher than D9837.","Cenomanian, Upper. about 94.4 MY",NA,,"NE-1/4SW-1/4 sec. 11,T. 37 n., R. 85 w.",Dunveganoceras albertense (Warren),,E.A.Merewether,10/16/1975,OER-75-36Dd,Notches Dome ,,43.18787,-107.01359,,,02/18/2014,Dunveganoceras albertense (Warren),,Dunveganoceras albertense 
439,1641,9789,USA,WY,Johnson,Cretaceous ,"Frontier Formation, from septarian concretion in soft silty shale below second sandstone from top.","Cenomanian, Upper. about 94.4 MY",NA,,"NE1/4 NW1/4 SW1/4 sec. 15, T. 42 N., R. 81 W.",Dunveganoceras albertense (Warren),Dunveganoceras albertense,E. A. Merewether. ,8/21/1975,OER-75-36D,Wall Creek   ,,43.60617,-106.57182,PP 1186-A,,02/18/2014,Dunveganoceras albertense (Warren),,Dunveganoceras albertense 
644,2355,8321,USA,WY ,Crook,Cretaceous,"Belle Fourche Shale, 20 - 30 ft below top","Cenomanian, Upper. about 94.4 MY",NA,,"Northwest of Oil Butte in the NE1/4 SE1/4 sec. 21, T. 52 N., R. 67 W. ",Dunveganoceras albertense (Warren),Dunveganoceras albertense,E. A. Merewether ,1971,OF-71-8D,Moorcroft,,44.47549,-104.90477,,,02/18/2014,Dunveganoceras albertense (Warren),BF-71-32,Dunveganoceras albertense 
649,2372,8301,USA,WY ,Crook,Cretaceous,Belle Fourche Shale ,"Cenomanian, Upper. about 94.4 MY",NA,,"NE1/4 NE1/4 sec. 15, T. 51 N., R. 67 W. ",Dunveganoceras albertense (Warren),Dunveganoceras albertense,E. A. Merewether ,1971,OF-71-8D,,,44.40964,-104.88443,,,02/18/2014,Dunveganoceras albertense (Warren),BF-71-12,Dunveganoceras albertense 
668,2428,3711,USA,WY,Weston,Cretaceous,"Belle Fourche Shale, 175' below top of Greenhorn Formation","Cenomanian, Upper. about 94.2 MY",NA,,"SW1/4 sec. 18, T. 48 N., R. 65 W.",Dunveganoceras conditum,,W. A. Cobban,7/22/1959,,,,44.13974,-104.71351,,,02/18/2014,Dunveganoceras conditum,,Dunveganoceras conditum
464,1716,839,USA,WY,Johnson,Cretaceous,"Frontier formation , from base of Second Wall Creek sandstone.","Cenomanian, Upper. about 94.2 MY",NA,,"Gierse Ranch ,in the SW1/4NW1/4 sec. 30 ,T.41N.,R.80 W.",Dunveganoceras conditum.,Dunveganoceras conditum,E.E.Richardson,1953,,,,43.49393,-106.51473,,,02/18/2014,Dunveganoceras conditum.,,Dunveganoceras conditum.
118,425,1730,USA,WY,Hot Springs,Cretaceous,"Cody shale, from brown calcareous concretions about 15 feet above top of Torchlight sandstone","Cenomanian, Upper.  94.63 MY",NA,,"Syncline southeast of Blue Springs anticline SW1/4 NE1/4 sec. 16, T. 43 N., R. 92 W.",Dunveganoceras pondi,Dunveganoceras pondi,W. A. Cobban,8/28/1958,,,,43.69865,-107.90958,,,02/18/2014,Dunveganoceras pondi,,Dunveganoceras pondi
124,458,11753,USA,WY,Big Horn,Cretaceous,"Frontier Formation, from Torchlight Sandstone Member ","Cenomanian, Upper.  94.63 MY",NA,,"About 12 miles by road northeast of Greybull, Wyoming ",Dunveganoceras pondi,,"Burkholder, W. D. Greene, Dale Noble, W. A. Cobban ",05/08/1963,0,,,44.62299,-107.81837,,,02/18/2014,Dunveganoceras pondi,,Dunveganoceras pondi
377,1389,4476,USA,WY,Natrona,Cretaceous,"Frontier Fm., from septearian ls. Concrs. Just below Wall Creek sandstone",,NA,,"North of Caspar Canal tunnel #2, in NW¼NW¼ sec. 12, T. 30 N., R. 83 W.",Dunveganoceras pondi,,W. A. Cobban,7/27/1964,,"alva , ",,42.58761,-106.73443,,,02/18/2014,Dunveganoceras,,Dunveganoceras pondi
484,1764,6956,USA,WY,Carbon,Cretaceous,"Frontier Fm., from brown ls, concrs. About 45-60' below a 15-in micaceous bentonite.","Cenomanian, Upper.  94.63 MY",NA,,"Point of Rocks Section. SW1/4SW1/4 sec. 10, T. 26 N., R. 80 W. , WY",Dunveganoceras pondi,Dunveganoceras pondi,W. A. Cobban,6/21/1969,0,Pine Hill,,42.2321,-106.4138,,,02/18/2014,Dunveganoceras pondi,,Dunveganoceras pondi
485,1765,6957,USA,WY,Carbon,Cretaceous,"Frontier Fm., from brown ls, concrs. 5-15' below a micaceous bentonite beds.","Cenomanian, Upper.  94.63 MY",NA,,"Point of Rocks Section. SW1/4SW1/4 sec. 10, T. 26 N., R. 80 W. , WY",Dunveganoceras pondi,,W. A. Cobban,6/21/1969,0,Pine Hill ,,42.23348,-106.41312,,,02/18/2014,Dunveganoceras pondi,,Dunveganoceras pondi
676,2438,5941,USA,WY,Weston,Cretaceous,"Belle Fourche Sh., 112' above Marker Bent Bed. Colloid section.","Cenomanian, Upper.  94.63 MY",NA,,"one mile west of Colloid NW¼ sec. 33, T. 48 N., R. 65 W.",Dunveganoceras pondi,,W.A. Cobban,08/06/1967,,,,44.10322,-104.67348,,,02/18/2014,Dunveganoceras pondi,,Dunveganoceras pondi
379,1394,13187,USA,WY,Natrona,Cretaceous,"Belle Fourche Member, from fine - grained sandstone ",,NA,,"NE1/4 NW1/4 SE1/4 sec. 7, T. 39 N., R. 82 W., Latitude 43°21' 45, longitude 106°43' 45",Dunveganoceras sp,,E. A. Merewether ,6/24/1991,0,Fiftymile Flat ,,43.3625,-106.72917,,,02/18/2014,Dunveganoceras sp,,Dunveganoceras sp
694,2481,2623,USA,WY,Weston,Cretaceous,Upper part of Belle Fourche shale.,,NA,,"SW1/4NW1/4NW1/4 sec. 19, T. 47 N., R. 64 W. .",Dunveganoceras sp.,,"W.  J. Mapel, C. Pillmore",1960,0,,,44.04628,-104.59751,,,02/18/2014,Dunveganoceras sp.,,Dunveganoceras sp.
914,3011,8360,USA,WY ,Weston,Cretaceous,"Greenhorn Formation, 27 ft above base ",,NA,,"N1/2 NE1/4 NW1/4 sec. 7, T. 42 N., R. 60 W.",Dunveganoceras? sp.,,E. A. Merewether ,1971,OF-71-8D,Clifton,,43.63968,-104.11515,,,02/18/2014,Dunveganoceras? sp.,BF-71-71,Dunveganoceras? sp.
590,2136,14204,USA,WY,Albany,Cretaceous,"Lewis Shale, from brown ss concretion in a sandstone unit",Campanian,NA,,Mill Creek west of Laramie,Dysnoetopora,,Cobban,06/02/1967,,,,41.39,-105.914,,,02/18/2014,,,Dysnoetopora
7911,2788,1954,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from gray limestone concretion 262' below top of Kara member",Campanian,NA,,"SW1/4 SE1/4 sec. 14, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1948","Baculites, echinoids",,W. A. Cobban,08/05/1958,,Redbird Section,,43.2645,-104.26949,PP 393,,02/18/2014,"Baculites, echinoids",08/05/2007,echinoids
721,2606,10060,USA,WY,Weston,Upper Cretaceous,Greenhorn,,NA,,SW1/4NW1/4 Sec. 30 T46N R63W,Entolium n. sp.,,Merewether,1976,O&G-76-12D,Newcastle,,43.9402,-104.4741,PP 1271 Cobban,,02/18/2014,,,Entolium n. sp.
691,250,360,USA,WY,Sweetwater,Cretaceous,"Almond fm., 40 - 50' below base of highest major cliff-forming sandstone bed. From calcareous sandstone concrs. weathering brown",Campanian,NA,,"About 0.2 miles south of U.S. Highway 30, 2.0 miles east of Point of Rocks, NW1/4 SE1/4 sec. 25, T. 20 N., R. 101 W.","Inoceramus, etc.",Baculites baculus,W. A. Cobban,4/28/1955,0,,,41.68053,-108.74201,,,02/18/2014,"Inoceramus, etc.",,etc.
5921,2139,251,USA,WY,Converse,Cretaceous,Calcareous concretions 25-40' below base of Teapot sandstone,Campanian,NA,,"1.4 miles west-southwest of Continental Oil Co. refinery at Glenrock, on north slope of steep gully in centre of S 1/2 SE1/4 sec.1, T.33N., R.76W., Converse Co., Wyo.","Didymoceras, etc.",Didymoceras stevensoni,W.A. Cobban,9/15/1954,0,Parkerton ,,42.85332,-105.91346,,,02/18/2014,"Didymoceras, etc.",,etc.
5941,2147,245,USA,WY,Converse,Cretaceous,Near base of lowest hogback-forming sandstone of FoxHills sandstone About 50' above base.,,NA,,"0.8 mile west of Continental Ci co. refinery at Glenrock, on west slope os sandstone capped hill just north of U.U. Highway 20-87, NE1/4 SW1/4 NW1/4 sec.6, T.33N., R.75W., Coverse Co., Wyo.","Inoceramus, etc.",Baculites baculus,W.A. Cobban,9/14/1954,0,Parkerton,,42.86166,-105.90428,,,02/18/2014,"Inoceramus, etc.",,etc.
181,684,11121,USA,WY,Carbon,Cretaceous,"Almond Fm., 70' above base of upper marginal marine part",Campanian,NA,,"SE1/4SE1/4SW1/4 sec. 30, T. 16 N., r. 90 W.",Ethmocardium n. sp,,C. S. V. Barelay,1979,,Doty Mtn.  ,,41.32388,-107.45415,,,02/18/2014,Ethmocardium n. sp,,Ethmocardium n. sp
394,1443,6275,USA,WY,Carbon,Cretaceous,Upper part of Fox Hills Sandstone,,NA,,"SW¼NW¼NW¼ sec. 14, T. 20 N., R. 83 W",Ethmocardium n. sp,,Jame R. Gill,7/26/1967,OF-67-7D,Coal Bank Basin,,41.71067,-106.70754,,,02/18/2014,Ethmocardium n. sp,,Ethmocardium n. sp
53,207,9399,USA,WY,Sweetwater,Cretaceous,"Almond Formation (upper), from an ebb channel in the middle shoreface part of a barrier bar",Campanian,NA,,"Sec. 10 T16N R102W , 50 fnl, 1,565fwl","Ethmocardium n. sp., shark teeth, gastropods (sent to Sohl)",,H.W. Roehler,1975,OER-75-48D,Camel Rock,,41.38144,-108.88243,,,02/18/2014,"Ethmocardium n. sp., shark teeth, gastropods (sent to Sohl)",,Ethmocardium n. sp.
194,729,6333,USA,WY,Carbon,Cretaceous,"Fox Hills Sandtone, 105 ft above base .",,NA,,"SE¼SE¼ sec. 14, T. 22 N., R. 89 W.",Ethmocardium n. sp.,,James R. Gill,08/10/1967,OF-67-7D,Rawlins Peak,,41.87239,-107.41094,PP 667,,02/18/2014,Ethmocardium n. sp.,,Ethmocardium n. sp.
341,1254,7387,USA,WY,Carbon,Cretaceous,Lower part of Fox Hills Sandstone ,,NA,,"SW1/4 NW1/4 sec. 4, T. 24 N., R. 84 W.",Ethmocardium sp ,,E.A. Merewether,6/18/1969,OF-69-13D,"Seminoe Dam SW , ",,42.0822,-106.88524,,,02/18/2014,Ethmocardium sp ,,Ethmocardium sp 
105,375,4696,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 685 ft below top.",Campanian,NA,,"SE¼NE¼ sec. 23, T. 44 N, R. 94 W.",Ethmocardium sp.,,Gill & Givens,1964,OF-64-12D,,,43.76956,-108.10342,,,02/18/2014,Ethmocardium sp.,,Ethmocardium sp.
188,709,4578,USA,WY,Carbon,Cretaceous,"Mesaverde Formation,15 feet above base.",Campanian,NA,,"SE¼NW¼SW¼ sec. 14, T. 24 N., R. 89 W.",Ethmocardium sp.,,M. W. Reynolds,6/14/1964,OF-64-10D,Separation Rim,,42.04871,-107.42402,,,02/18/2014,Ethmocardium sp.,,Ethmocardium sp.
334,1231,6304,USA,WY,Carbon,Cretaceous,From top of basal sandstone of Lewis Shale.,Maastrichtian,NA,,"Center of NE¼NE¼ sec. 11, T.20 N., R. 85 W.",Ethmocardium sp.,,James R. Gill,08/03/1967,OF-67-7D,Savage Ranch ,,41.72653,-106.92481,,,02/18/2014,Ethmocardium sp.,,Ethmocardium sp.
561,2042,6456,USA,WY,Albany,Cretaceous,About top of lower thick sandstone of Mesaverde.,Campanian,NA,,"West of Rex Lake, in the NW¼NW¼NW¼ SE¼ sec.27, T.16N., R.77W., Albany Co., WY",Ethmocardium sp.,,Jame R. Gill,02/04/1968,OF-67-7D,Rex Lake,,41.32621,-106.02323,,,02/18/2014,Ethmocardium sp.,,Ethmocardium sp.
66,244,6411,USA,WY,Sweetwater,Cretaceous,From 19 ft above base of marine Almond .,Campanian,NA,,"NW¼ sec.25 , T. 20N . , R. 101 W .",Ethmocardium sp. ,,James R . Gill,11/09/1967,OF-67-7D,,,41.68625,-108.74878,,,02/18/2014,Ethmocardium sp. ,,Ethmocardium sp. 
382,1403,13043,USA,WY,Natrona,Upper Cretaceous,"Frontier Fm, from small gray sundy ls. Concrs. About 25 m below base of cliff of wall Creek sandstone",,NA,,"SE1/4NE1/4SW1/4 sec. 29, T. 41 N., R. 82 W.",Euomphaloceras costatum,,Cobban,04/08/1989,0,Broken Horn Creak  ,,43.49,-106.7254,Bull 1917-B,,02/18/2014,Euomphaloceras costatum,,Euomphaloceras costatum
814,2821,13450,USA,WY,Niobrara,Cretaceous ,"Pierre Shale, from gray and brown limestone concretions about in middle of E. jenneyi zone","Campanian, Upper. 74.31 MY",NA,,"SE1/4 NE1/4 sec. 14, T. 38 N., R. 62 W.",Exiteloceras jenneyi,,G. A. Izett and W. A. Cobban ,08/03/1993,0,Bowen Flat   ,Bowen Flat,43.27188,-104.26541,,,02/18/2014,Exiteloceras jenneyi,,Exiteloceras jenneyi
819,2827,13451,USA,WY,Niobrara,Cretaceous ,"Pierre Shale, from gray and brown limestone concretions in uppermost part of E. jenneyi zone","Campanian, Upper. 74.31 MY",NA,,"NE1/4 NE1/4 sec. 14, T. 38 N., R. 62 W.",Exiteloceras jenneyi,,G. A. Izett and W. A. Cobban ,08/02/1993,0,Bowen Flat   ,Bowen Flat,43.2753,-104.26487,,,02/18/2014,Exiteloceras jenneyi,,Exiteloceras jenneyi
832,2861,13449,USA,WY,Niobrara,Cretaceous ,"Pierre Shale, from unit of gray and brown limestone concretions low in E. jenneyi zone","Campanian, Upper. 74.31 MY",NA,,"NW1/4 SW1/4 NW1/4 sec. 13, T. 38 N., R. 62 W.",Exiteloceras jenneyi,,G. A. Izett and W. A. Cobban ,08/03/1993,0,Bowen Flat   ,,43.27248,-104.26121,,,02/18/2014,Exiteloceras jenneyi,,Exiteloceras jenneyi
876,2928,13525,USA,WY,Niobrara,Cretaceous,Pierre Shale,"Campanian, Upper. 74.31 MY",NA,,"Sec. 12, T. 38 N., R. 62 W., from lower unnamed member",Exiteloceras jenneyi,,Harold Mendryk,1972,0,,,43.2844,-104.2508,,,02/18/2014,Exiteloceras jenneyi,,Exiteloceras jenneyi
864,2908,1020,USA,WY,Niobrara,Cretaceous,Pierre shale brown-weathering  calcareous concretion 996-1078  feet below top .,Campanian,NA,,"0.7 mile southeast of U.S.Highway 85, 2.3 miles southwest of bridge over Mule Creek ,near center of south line of sec.24,T.39 N.,R.62 W.,.Same locality as D1019",Exiteloceras jennyi ,Exitoloceras jenneyi,W.A. Cobban,9/30/1956,0,,,43.33537,-104.25424,,,02/18/2014,Exiteloceras jennyi fauna,34,Exiteloceras jennyi 
866,2910,1022,USA,WY,Niobrara,Cretaceous,"Pierre shale ,brown calcareous concretion about 933-993 feet below top .",,NA,,"0.7 mile southeast of U.S.Highway 85,2.3 miles southwest of bridge over Mule Creek , near center of south line of sec.24,T.39N.,R.62W.. Same locality as D1019",Exiteloceras jennyi ,Exitoloceras jenneyi,W.A. Cobban,9/30/1956,0,,,43.33537,-104.25424,,,02/18/2014,Exiteloceras jennyi fauna,36,Exiteloceras jennyi 
322,1201,7524,USA,WY ,Carbon,Cretaceous,"Frontier Formation, from lowest sandstone; about 380 ft above base of formation ",,NA,,"SW1/4 SW1/4 NE1/4 sec. 24, T. 25 N., R. 85 W.",Exogyra n. sp (smooth),,W. A. Cobban ,06/04/1970,OF-70-13D,,,42.12402,-106.94865,,,02/18/2014,Exogyra n. sp (smooth),,Exogyra n. sp 
262,1002,7937,USA,WY ,Carbon,Cretaceous,"Frontier Formation , from gray limestone concretions 8 ft below bed 23 of Grenville dome section",,NA,,"NE1/4 NE1/4 SW1/4 sec. 32, T. 22 N., R. 86 W.  ",Exogyra sp.,,W. A. Cobban ,06/09/1971,OF-71-9D,Rawlins,,41.83375,-107.12936,,,02/18/2014,Exogyra sp.,,Exogyra sp.
306,1159,6630,USA,WY,Carbon,Cretaceous,"Frontier Formation, lower part.",,NA,,"NW¼NE¼ sec. 22, T. 25 N., R. 85 W. ,",Exogyra sp.,,E.A. Merewether,5/21/1905,OF-68-11D,Seminoe Dam SW ,,42.12691,-106.98728,,,02/18/2014,Exogyra sp.,,Exogyra sp.
454,1673,9279,USA,WY,Natrona,Cretaceous ,"Frontier Formation, lower part ",,NA,,"Emigrant Gap in the NW1/4 SW1/4 SE1/4 sec. 4, T. 33 N., R. 81 W.",Exogyra? sp,,E.A Merewether ,8/29/1974,OER-74-19D,Emigrant Gap   ,,42.85189,-106.56203,,,02/18/2014,Exogyra? sp,,Exogyra? sp
3201,1196,6300,USA,WY,Carbon,Cretaceous,From a few feet above D6299.,,NA,,"NE¼SW¼SE¼ sec. 35, T.21 N., R. 85 W.","Lucina sp., fish scale",,James R. Gill,08/02/1967,OF-67-7D,Savage Ranch ,,41.74279,-106.95089,,,02/18/2014,"Lucina sp., fish scale",,fish scale
389,1431,13795,USA,WY,Natrona,Cretaceous,"Shell Creek Shale, from a 1.5 foot hard shale (Mowry-like) 16' below top",,NA,,"South and west of Bear Spring Creek SW1/4SW1/4 sec. 31, T. 30 N., R. 82 W.",Fish scales,,Cobban,8/18/1997,0,Alcova  ,,42.52043,-106.71403,,,02/18/2014,Fish scales,,Fish scales
390,1432,13796,USA,WY,Natrona,Cretaceous,"Mowry Shale, from basal shale unit",,NA,,"South and west of Bear Spring Creek SW1/4SW1/4 sec. 31, T. 30 N., R. 82 W.",Fish scales,,Cobban,8/18/1997,0,Alcova  ,,42.52043,-106.71403,,,02/18/2014,Fish scales,,Fish scales
474,1743,13794,USA,WY,Natrona,Cretaceous,"Mowry Shale, upper part",,NA,,"South side of Highway 220 about 1 mile east of Goose Egg, NE1/4SE1/4SW1/4 sec. 6, T. 32 N., R. 80 W.",Fish scales,,Cobban,8/13/1997,0,Goose Egg  ,,42.76505,-106.47288,,,02/18/2014,Fish scales,,Fish scales
128,470,8842,USA,WY,Hot Springs,Cretaceous,"Cody Shale, from a gray limestone concretions 91' above base ",Campanian,NA,,"Near top of hill and east of road NW1/4 NW1/4 NE1/4 sec. 27, T. 43 N., R. 91 W.",Forresteria,,W. A. Cobban ,07/10/1973,,Packsaddle Creek  ,,43.67381,-107.76424,,,02/18/2014,Forresteria,,Forresteria
234,865,7988,USA,WY ,Carbon,Cretaceous,"Frontier Formation, from brown - weathering concretions 15 ft below top",,NA,,"CNW1/4 SW1/4 sec. 18, T. 23 N., R. 87 W",Forresteria hobsoni (Reeside)?,Eutrephoceras,E. A. Merewether ,1971,OF-71-13D,Rawlins Peak,,41.96276,-107.27071,,,02/18/2014,Forresteria hobsoni (Reeside)?,,Forresteria hobsoni ?
667,2426,874,USA,WY,Weston,Cretaceous,Belle Fourche shale from concretion 30 to 50 feet below top .,,NA,,"4.5 miles northwest of Upton ,in the SW1/4 sec.18,T.48 N.,R.65 W.","Fragment of large ammonite, probably a new genus and species.",,W.J.Mapel              ,04/04/1956,,,,44.13987,-104.71401,,,02/18/2014,"Fragment of large ammonite, probably a new genus and species.",3 CR-56,Fragment of large ammonite
51,17,2869,USA,WY?,Park,Cretaceous,,,NA,,First draw on northward projection of Mt. Everts about 0.7 mile northeast of footbridge across Gardner River.,"Corbula sp., gastropod",,George,1961,0,Gardiner,,45.024,-110.68187,,,02/18/2014,"Corbula sp., gastropod",,gastropod
396,1445,4776,USA,WY,Carbon,Cretaceous,"Lewis Shale, 355 ft below top.",Maastrichtian,NA,,"SE¼SE¼SW¼ sec. 1, T. 24N., R. 83W.",Gastropod,,Givens,7/14/1964,OF-65-2D,,,42.07308,-106.70527,,,02/18/2014,Gastropod,,Gastropod
708,2535,9989,USA,WY,Weston,Upper Cretaceous,"Carlile Shale, Sage Breaks Member",,NA,,SW1/4NW1/4 Sec. 30 T46N R63W,gastropod,,Merewether,1976,O&G-76-12D,Newcastle,,43.9402,-104.4741,PP 1271 Cobban,,02/18/2014,,,gastropod
612,2226,8987,USA,WY,Laramie,Cretaceous,"Frontier Formation, from zone of highly septarian limestone concretions just below Wall Creek Sandstone Member ",,NA,,"SW1/4 NW1/4 sec. 26, T. 17 N., R. 70 W.",gastropod (sent to Sohl),,W. A. Cobban ,10/17/1973,OER-73-15D,Horse Creek ,,41.41838,-105.20861,,,02/18/2014,gastropod (sent to Sohl),,gastropod 
563,2051,4651,USA,WY,Converse,Cretaceous,"Lewis Shale, from sandy concretions 500 ft above base.",Maastrichtian,NA,,"C SE¼SW¼ sec. 6, T. 33 N, R. 75 W., Converse Co. Wyo.",gastropods,,Gill & Givens,1964,OF-64-13D,,,42.85297,-106.0164,,,02/18/2014,gastropods,,gastropods
532,207,9399,USA,WY,Sweetwater,Cretaceous,"Almond Formation (upper), from an ebb channel in the middle shoreface part of a barrier bar",Campanian,NA,,"Sec. 10 T16N R102W , 50 fnl, 1,565fwl","Ethmocardium n. sp., shark teeth, gastropods (sent to Sohl)",,H.W. Roehler,1975,OER-75-48D,Camel Rock,,41.38144,-108.88243,,,02/18/2014,"Ethmocardium n. sp., shark teeth, gastropods (sent to Sohl)",,gastropods 
126,466,9254,USA,WY,Big Horn,Cretaceous ,"Cody Shale, lowermost part",Campanian,NA,,"Northwest of Bonanza oil field near the center of the E1/2 W1/2 sec.15, T. 49 N., R. 91 W.",Gastropods (sent to Sohl) ,,E.A Merewether ,02/08/1974,OER-74-19D,McDermotts Butte   ,,44.21853,-107.77488,,,02/18/2014,Gastropods (sent to Sohl) ,,Gastropods  
240,892,7113,USA,WY,Carbon,Cretaceous,"Frontier Fm., From concretionary shale 200' below top of formation which is  about 960' thick here",,NA,,"SW1/4 NE1/4 sec. 9, T 22 N, R 87 W",Gauthiericeras? sp.,Prionocyclus quadratus,E.A. Merewether,8/25/1969,OF-69-13D,Rawlins NW,,41.89359,-107.22348,,,02/18/2014,Crassostrea sp.,MMF-69-324,Gauthiericeras? sp.
42,175,9402,USA,WY,Sweetwater,Cretaceous,"Almond Formation, from a very fine-grained sandstone in a lagoonal deposit",Campanian,NA,,"Sec. 17 T15N R102W , 100 fwl, 1,150fnl",Glycymeris holmesiana (White),,H.W. Roehler,1975,OER-75-48D,Mud Springs Ranch,,41.28055,-108.9207,,,02/18/2014,Glycymeris holmesiana (White),,Glycymeris holmesiana 
64,241,6410,USA,WY,Sweetwater,Cretaceous,From low in the marine Almond Formation .,Campanian,NA,,"About 100 yards east of Fundamental Oil Company's 1-26 Gov't . Well in sec . 26 ,T. 20N . , R. 101 W",Glycymeris sp .,,Bergman,10/09/1967,OF-67-7D,,,41.68776,-108.75595,,,02/18/2014,Glycymeris sp .,,Glycymeris sp .
67,246,6413,USA,WY,Sweetwater,Cretaceous,From 224 ft above base of marine Almond .,Campanian,NA,,"NW¼ sec.25 , T. 20N . , R. 101 W ",Glycymeris sp . ,Baculites perplexus,James R . Gill,11/09/1967,OF-67-7D,,,41.68625,-108.74878,,,02/18/2014,Glycymeris sp . ,,Glycymeris sp . 
588,2131,5608,USA,WY,Albany,Cretaceous,"Lewis Shale, from light-brown sandstone concretions  higher than D5607",Maastrichtian,NA,,"SW¼NE¼ sec. 15, T. 20 N., R. 76 W.","Glycymeris sp.,",,"Gill, Fleisher, and Cobban",07/06/1966,OF-67-1D,,,41.71003,-105.9154,,,02/18/2014,"Glycymeris sp.,",,Glycymeris sp.
