Column1,X,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date,EandR,Map,USGS7.5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,species
420,1555,9803,USA,WY,Johnson,Cretaceous,"Frontier Formation, from concretion at top of bentonite 8-9 ft above fourth wall Greek sandstone.",,NA,,"SW1/4 NE1/4 SW1/4 sec. 13, T. 42N., R. 82W.",Acan thoceras n. sp.,Inoceramus azerbaidjanensis,E.A.Merewether,02/09/1975,OER-75-36Dc,TTT Ranch ,,43.6045,-106.64833,,,02/18/2014,Acan thoceras n. sp.,,Acan thoceras n. sp.
384,1414,5721,USA,WY,Johnson,Cretaceous,"Frontier Fm., from black ironstones 10-15' above 9-ft bentonite",,NA,,"Center SW¼ sec. 16 and E½W½NE¼ sec. 17, T.43 N., R. 82 W.  ",Acanthoceras,,"W.H. & W.A. Cobban, Burkholder",8/23-24/66,,Kaycee,,43.69707,-106.72085,,,02/18/2014,Acanthoceras,,Acanthoceras
385,1419,5720,USA,WY,Johnson,Cretaceous,"Frontier Fm., just above 9-ft bentonite",,NA,,"SE¼NW¼NE¼ sec. 17, T.43 N., R. 82 W. ",Acanthoceras,,W.A. Cobban,8/24/1966,,Alkali Creek section,,43.69793,-106.72082,,,02/18/2014,Acanthoceras,,Acanthoceras
387,1429,5722,USA,WY,Johnson,Cretaceous,"Frontier Fm., from brown sandy limestone concretions about 95-105' above 9-ft bentonite.",,NA,,"West side of north-south spur in W½SE¼NE¼ sec. 17, T.43 N., R.82 W., Johnson Co., Wyo",Acanthoceras,,W.A. Cobban,7/28/66;8/24/66,,Kaycee ,,43.69545,-106.71808,,,02/18/2014,Acanthoceras,,Acanthoceras
410,1496,5727,USA,WY,Johnson,Cretaceous,"Frontier Fm., from a sandy ls. Coner. 13' above the 9-ft bentonite",,NA,,"Near center of W½NE¼NW¼ sec. 26, T. 43 N., R. 82 W.",Acanthoceras,,J.R.Gill,07/07/1966,,Kaycee,,43.67012,-106.66856,,,02/18/2014,Acanthoceras,,Acanthoceras
730,2667,5870,USA,WY,Weston,Cretaceous,"Belle Fourche Shale,22'below  2-ft bentonite",,NA,,"1.5 miles south of Osage, just south of creek near center of NW 1/4 sec. 17, T.46 N.,R.63 W.",Acanthoceras,Acanthoceras amphibolum,W.A. Cobban & W.H.Cobban,8/28/1966,,Osage section,,43.97113,-104.4517,,,02/18/2014,Acanthoceras,,Acanthoceras
731,2668,5871,USA,WY,Weston,Cretaceous,"Belle Fourche Shale, about 10'below 2-ft bentonite.",,NA,,"1.5 miles south of Osage, just south of creek near center of NW 1/4 sec. 17, T.46 N.,R.63 W.",Acanthoceras,,W.A. Cobban ,8/28/1966,,Osage section,,43.97113,-104.4517,,,02/18/2014,Acanthoceras,,Acanthoceras
733,2670,5873,USA,WY,Weston,Cretaceous,"Belle fourche Shale, about 17' above 2-ft bentonite",,NA,,"1.5 miles south of Osage, just south of creek near center of NW 1/4 sec. 17, T.46 N.,R.63 W.",Acanthoceras,,W.A. Cobban,8/28/1966,,Osage section,,43.97113,-104.4517,,,02/18/2014,Acanthoceras,,Acanthoceras
770,2747,7325,USA,WY,Niobrara,Cretaceous,"Belle Fourche Shale, from limestone concretions at top of Marker bentonite bed ",,NA,,"Near head of Elm Creek near center of W1/2 sec. 14, T. 36 N., R. 62 W.",Acanthoceras ,,J. R. Gill ,06/10/1970,,,,43.09692,-104.27538,AMNH Bull 342,,02/18/2014,Acanthoceras ,,Acanthoceras 
143,526,13576,USA,WY,Fremont,Cretaceous,"Frontier Fm., Belle Fourche Mbr","Cenomanian, Middle. 94.93MY",NA,Acanthoceras amphibolum,"SW1/4SE1/4 sec. 2, T. 33 N., R. 90 W.",Acanthoceras amphibolum,Acanthoceras amphibolum,Merewether,8/20/1994,0,Gas Hills  ,,42.85579,-107.58724,,,02/18/2014,Acanthoceras amphibolum,,Acanthoceras amphibolum
365,1336,13042,USA,WY,Natrona,Upper Cretaceous,"Frontier Fm, from silicified 6-inch bed of sandstone resting on Soap creek Bentonite Bed ","Cenomanian, Middle. 94.93MY",NA,Acanthoceras amphibolum,"NE1/4NE1/4NE1/4 sec. 34, T. 39 N., R. 83 W.",Acanthoceras amphibolum,Acanthoceras amphibolum,Cobban,02/08/1989,0,Big Sulfur Draw  ,,43.310681,-106.783753,Bull 1917-B,,02/18/2014,Acanthoceras amphibolum,,Acanthoceras amphibolum
785,2773,8451,USA,WY ,Weston,Cretaceous,"Belle Fourche Shale, from gray limestone concretions 88 ft below top",,NA,,"SW1/4 SE1/4 NW1/4 sec. 23, T. 45 N., R. 62 W. ",Acanthoceras sp,,E. A. Merewether ,8/13/1972,OER-72-3D,,,43.86703,-104.2714,,,02/18/2014,Acanthoceras sp,,Acanthoceras sp
242,900,7107,USA,WY,Carbon,Cretaceous,"Frontier Fm, uppermost 40'",,NA,,"SE1/4 NW1/4 sec. 15, T 22 N, R 87 W",Acanthoceras sp.,,E.A. Merewether,7/31/1969,OF-69-13D,Rawlins NW,,41.87945,-107.20937,,,02/18/2014,Baculites sp. (smooth),MF-69-234,Acanthoceras sp.
772,2751,1973,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from brownish limestone concretions 117' above top of Kara member",Campanian,NA,,"SW1/4 NE1/4 NE1/4 NW1/4 sec. 23, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same as locality 1971", Acanthoscaphites,,W. A. Cobban,08/06/1958,,Redbird Section,,43.26138,-104.27377,PP 393,,02/18/2014, Acanthoscaphites,08/05/2015,Acanthoscaphites
774,2753,1976,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from a gray limestone concretions 157' above top of Kara member",Campanian,NA,,"SW1/4 NE1/4 NE1/4 NW1/4 sec. 23, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same as locality 1971", Acanthoscaphites,,W. A. Cobban,08/05/1958,,Redbird Section,,43.26138,-104.27377,PP 393,,02/18/2014, Acanthoscaphites,08/05/2017,Acanthoscaphites
212,774,3338,USA,WY,Carbon,Cretaceous,About 100 feet above base of Lewis Shale,Maastrichtian,NA,,"SE1/4 SW1/4  sec. 6, T. 21 N., R. 88 W.",Acanthoscaphites plenus (Meek & Hayden),,H. A. Tourtelot,08/03/1961,0,,,41.81484,-107.38188,MF-1548,,02/18/2014,Acanthoscaphites plenus (Meek & Hayden),,Acanthoscaphites plenus 
552,1989,3231,USA,WY,Natrona,Cretaceous,About 570 feet above base of Lewis Shale.,Maastrichtian,NA,,"SE1/4SW1/4 sec. 24, T. 39 N., R. 78 W.",Acanthoscaphites plenus (Meek & Hayden),,J. G. Gill,9/18/1960,0,Gilliam Draw West,,43.33009,-106.16545,,,02/18/2014,Acanthoscaphites plenus (Meek & Hayden),,Acanthoscaphites plenus 
471,1740,4170,USA,WY,Natrona,Cretaceous,"Cody Shale, from lower third of Niobrara Member",Campanian,NA,," SE1/4 SE1/4 sec. 31, T. 40 N., R. 80 W.",Actinocamax n. sp.,,J. R. Gill,07/08/1962,,,,43.38624,-106.49032,Bull 1962,,02/18/2014,Actinocamax n. sp.,,Actinocamax n. sp.
7221,2614,10068,USA,WY,Weston,Upper Cretaceous,Greenhorn,,NA,,SW1/4NW1/4 Sec. 30 T46N R63W,"Stomohamites simplex (Orbigny)., ammonite",,Merewether,1976,O&G-76-12D,Newcastle,,43.9402,-104.4741,PP 1271 Cobban,,02/18/2014,,,ammonite
448,1663,9370,USA,WY,Natrona,Cretaceous,"Frontier Fm., 1' above base of unnamed (H) member",,NA,,NE1/4SE/4NW1/4 Sec. 4 T33N R81W.  ,ammonite fragments,,E.T. Cavanaugh,1975,OER-75-35D,Goose Egg,,42.85862,-106.56465,,,02/18/2014,ammonite fragments,,ammonite fragments
884,2941,4464,USA,WY,Weston,Cretaceous,Pierre Shale. From small brown concrs. In dark shale just above Red Bird Member.,Campanian,NA,,"W½NE¼SW¼ sec. 6, T. 44 N.., R. 61 W.",Anapachydiscus,,W.A Cobban,09/07/1964,,,,43.82028,-104.23343,,,02/18/2014,Anapachydiscus,,Anapachydiscus
227,805,11712,USA,WY,Sweetwater,  Cretaceous,Upper part of Almond Formation ,Campanian,NA,,"S1/2 S1/2 SW1/4 sec. 13, T. 12 N., R. 89 W., ",Anomia sp,,C. S. V. Barclay ,1981,Coal-81-9D,Grieve Reservoir,,41.00407,-107.35966,,,02/18/2014,Anomia sp,,Anomia sp
202,747,7494,USA,WY ,Carbon,Cretaceous,Almond Formation ,Campanian,NA,,"NE cor. NW1/4 SW1/4 sec. 10, T. 12 N., R. 89 W., Carbon Co., WY ",Aphrodina? sp.,,C. S. V. Barclay ,1970,CD-70-13D,Savery,,41.02465,-107.39911,,,02/18/2014,Aphrodina? sp.,,Aphrodina? sp.
682,2456,5951,USA,WY,Weston,Cretaceous,"Greenhorn Fm., about 82' below top",,NA,,"Three miles south of Upton in NW¼ sec. 14, T. 47 N., R. 65 W.",Astarte,,W.A. Cobban,08/04/1967,,Upton section,,44.06004,-104.63371,,,02/18/2014,Astarte,,Astarte
272,1041,363,USA,WY,Carbon,Cretaceous,"Steele shale, about 150 - 200' below top. Silty shale with ferrug.concrs",Campanian,NA,,"North side of ravine just north of Seminoe road six miles north - northwest of Sinclair, NE1/4 SE1/4 NW1/4 sec. 23, T. 22 N., R. 86 W.",Baculires,,W. A. Cobban,4/27/1955,0,Sinclair ,,41.86607,-107.07189,PP 667,,02/18/2014,Baculires,,Baculires
273,1050,364,USA,WY,Carbon,Cretaceous,"Steele shale, about 400' below top. Silty shale with ferruginous concretions",Campanian,NA,,"South side of Seminoe road at bend six miles north - northwest of Sinclair, NW1/4 NE1/4 SE1/4 sec. 23, T. 22 N., R. 86 W.",Baculires sp. (weak flank ribs),Didymoceras stevensoni,W. A. Cobban,4/27/1955,0,Sinclair ,,41.8625,-107.06479,PP 667,,02/18/2014,Baculires,,Baculires sp. 
427,1602,6290,USA,WY,Carbon,Cretaceous,Below lowest sandstone in Mesaverde Formation,"Campanian, Lower. about 80.9 MY",NA,,"NE¼SW¼NE¼ sec. 9, T. 20 N., R. 82 W.",Baculited sp (smooth),,Jame R. Gill,7/29/1967,OF-67-7D,Coal Bank Basin,,41.72311,-106.61895,,,02/18/2014,Baculited sp (smooth),,Baculited sp 
84,321,6932,USA,WY,Fremont,Cretaceous,Top of Frontier Fm. From 1' + - olive glauc. Pebbly sandstone,,NA,,"NW1/4NW1/4SE1/4NW1/4 sec. 28, T. 31 N., R. 96 W.",Baculites,,Cobban,5/22/1969,0,Yellowstone Ranch ,,42.63567,-108.31887,,,02/18/2014,Baculites,,Baculites
401,1466,1318,USA,WY,Natrona,Cretaceous,"Steele shale,  849' below base of Teapot sandstone",Campanian,NA,,"NE¼SW¼SE¼ sec. 5, T. 32 N., R. 82 W.",Baculites,,"Horn, Richardson, Cobban, Rioux, Van Sickle, McAndrews, Cserna",05/07/1957,,,,42.76618,-106.68726,,,02/18/2014,Baculites,3,Baculites
409,1495,5725,USA,WY,Johnson,Cretaceous,"Frontier Fm., 92' below First Wall Creek sandstone",,NA,,"SW¼NE¼SW¼ sec. 2, T.43 N., R. 82 W., Arndt Draw section",Baculites,Sciponoceras gracile,W.A. Cobban,8/24/1966,,Kaycee ,,43.71956,-106.66864,PP 1186-A,,02/18/2014,Baculites,,Baculites
481,1760,1323,USA,WY,Johnson,Cretaceous,"Steele shale, about 25-50' below K bed.",Campanian,NA,,"Creek cut in SW¼ sec. 13, T. 41 N., R. 80 W., Johnson Co., Wyo.",Baculites,,"Horn, Richardson, Cobban, Rioux, Van Sickle, McAndrews, Cserna",05/08/1957,,,,43.51843,-106.41968,,,02/18/2014,Baculites,,Baculites
482,1762,1324,USA,WY,Johnson,Cretaceous,"Steele shale, about 125' below K bed.",Campanian,NA,,"Near center sec. 13, T. 41 N., R. 80 W., Johnson Co., Wyo.","Baculites, corals",,"Horn, Richardson, Cobban, Rioux, Van Sickle, McAndrews, Cserna",05/08/1957,,,,43.52174,-106.41413,,,02/18/2014,"Baculites, corals",,Baculites
489,1784,2567,USA,WY,Natrona,Cretaceous,30' below big bentonite in Steele shale.,Campanian,NA,,"West Salt Creek oil field SW1/4NE1/4 sec. 29, T. 40 N., R. 79 W.",Baculites,,W. A. Cobban,7/13/1960,0,,,43.40769,-106.3677,PP 550 B,,02/18/2014,Baculites,,Baculites
490,1785,2568,USA,WY,Natrona,Cretaceous,From ironstones 10-20' below base of big bentonite in Steele shale.,Campanian,NA,,"West Salt Creek oil field SW1/4NE1/4 sec. 29, T. 40 N., R. 79 W.",Baculites,,W. A. Cobban,7/13/1960,0,,,43.40769,-106.3677,PP 550 B,,02/18/2014,Baculites,,Baculites
491,1786,2569,USA,WY,Natrona,Cretaceous,8' above the big bentonite bed in Steele shale.,Campanian,NA,,"West Salt Creek oil field SW1/4NE1/4 sec. 29, T. 40 N., R. 79 W.",Baculites,,"J. R. Gill, W. A. Cobban",7/13/1960,0,,,43.40769,-106.3677,PP 550 B,,02/18/2014,Baculites,,Baculites
492,1787,1322,USA,WY,Natrona,Cretaceous,"Steele shale, from strata immediately above and below upper bentonite of Sussex sandstone zone.",Campanian,NA,,"SW¼ sec. 8, T. 39 N., R. 79 W",Baculites,Baculites eliasi,"Horn, Richardson, Cobban, Rioux, Van Sickle, McAndrews, Cserna",03/08/1957,,,,43.35918,-106.36554,,,02/18/2014,Baculites,,Baculites
506,1840,5005,USA,WY,Natrona,Cretaceous,"Cody Sh., 35' below top of Shannon sandstone Mbr.",Campanian,NA,,"NW¼NW¼ sec. 34, T. 40 N., R. 79 W. Salt Creek oil field",Baculites,,J. R. Gill,9/15/1965,,MIdwest,,43.39706,-106.32865,PP 550 B,,02/18/2014,Baculites,,Baculites
547,1968,13564,USA,WY,Carbon,Cretaceous,"Gammon Shale, from unit with ironstone and limestone concretions",Campanian,NA,,"East Allen Lake road NE1/4 sec. 17, T. 22 N., R. 78 W.",Baculites,,Cobban,6/15/1994,0,,,41.883,-106.19776,,,02/18/2014,Baculites,,Baculites
615,2238,6520,USA,WY,Laramie,Cretaceous,"Pierre Shale, from soft sandy unit higher than D1380",,NA,,"East side of first road cut south of Horse Creek NW¼NE¼ sec.36, T. 17 N.., R. 70 W.",Baculites,,W. A. Cobban,8/13/1968,,Horse Creek section,,41.40821,-105.17861,,,02/18/2014,Baculites,,Baculites
618,2246,1384,USA,WY,Laramie,Cretaceous,"Pierre shale, below the sandstone Member.",,NA,,"Cut along Colorado and Southern RR tracks 0.85 mile south-southeast of bridge over South Fork of Horse Creek in SE¼ sec. 36, T. 17 N. R. 70 W",Baculites,,"G.R. Scott, W. A. Cobban",6/27/1957,,Sherman,,41.40033,-105.17529,,,02/18/2014,Baculites,,Baculites
621,2259,1378,USA,WY,Laramie,Cretaceous,"Pierre shale, from brown sandstone Concr . about 8' below coarsely cr-bdd. yellowish sandstone Higher than D1376.",,NA,,"In field a few hundred feet east of State Secondary 220 , about 1 mile south-southeast of Horse Creek , near center of west line of  SW ¼ sec. 31, T. 17 N., R. 69 W. Same locality as D 1377 only 87 paces t°east.",Baculites,,G.R. Scott,6/27/1957,,,,41.39898,-105.17266,,,02/18/2014,Baculites,7,Baculites
629,2294,2109,USA,WY,Crook,Cretaceous,"Pierre shale, from basal part of rusty beds of middle Mitten shale",Campanian,NA,,"NW1/4 sec. 2, T. 55 N., R. 68 W,",Baculites,,"W. A. Cobban, J. R. Gill",6/17/1959,,,,44.78301,-104.99956,,,02/18/2014,Baculites,,Baculites
661,2396,2541,USA,WY,Crook,Cretaceous,Pierre shale. Upper part of Gammon member.,Campanian,NA,Baculites asperiformis,"SE1/4 sec. 31, T. 49 N., R. 66 W.",Baculites,Baculites asperiformis,J. R. Gill,05/04/1960,0,,,44.18202,-104.82626,,,02/18/2014,Baculites,,Baculites
666,2414,2540,USA,WY,Weston,Cretaceous,"Pierre shale, from upper part of Mitten member.",Campanian,NA,,"Southeast of Thornton in the NE1/4NE1/4 sec. 22, T. 48 N., R. 66 W.,",Baculites,,J. R. Gill,05/04/1960,0,,,44.13357,-104.76192,,,02/18/2014,Baculites,,Baculites
743,2694,2110,USA,WY,Weston,Cretaceous,"Pierre shale, from lower part of rusty beds of Mitten",Campanian,NA,,"sec. 9, T. 45 N., R. 63 W,",Baculites,,"W. A. Cobban, J. R. Gill",6/18/1959,,,,43.89518,-104.42749,,,02/18/2014,Baculites,,Baculites
744,2696,2111,USA,WY,Weston,Cretaceous,"Pierre shale, from gray and buff limestone concretions in basal part of rusty beds of Mitten ",Campanian,NA,,"sec. 11, T. 45 N., R. 63 W",Baculites,,"W. A. Cobban, J. R. Gill",6/18/1959,,,,43.89524,-104.38777,,,02/18/2014,Baculites,,Baculites
776,2756,1956,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from ferruginous concretions 256' below top of Kara member",Campanian,NA,,"E1/2 NE1/4 NW1/4 sec. 23, T. 38 N., R. 62 W., Niobrara Co., Wyo.",Baculites,,W. A. Cobban,08/05/1958,,Redbird Section,,43.26088,-104.27323,PP 393,,02/18/2014,Baculites,08/05/2008,Baculites
790,2785,1951,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale,  339 - 344' below top of Kara bentonitic member",Campanian,NA,,"SW1/4 SE1/4 sec. 14, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1948",Baculites,Baculites obtusus,W. A. Cobban,08/05/1958,,,,43.2645,-104.26949,PP 393,,02/18/2014,Baculites,08/05/2004,Baculites
791,2788,1954,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from gray limestone concretion 262' below top of Kara member",Campanian,NA,,"SW1/4 SE1/4 sec. 14, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1948","Baculites, echinoids",,W. A. Cobban,08/05/1958,,Redbird Section,,43.2645,-104.26949,PP 393,,02/18/2014,"Baculites, echinoids",08/05/2007,Baculites
792,2789,1955,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from very dark shale with purplish ironstone  262 - 272' below top of Kara member",Campanian,NA,,"SW1/4 SE1/4 sec. 14, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1948",Baculites,Baculites jenseni,W. A. Cobban,08/05/1958,,Redbird Section,,43.2645,-104.26949,PP 393,,02/18/2014,Baculites,,Baculites
795,2792,1913,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, about 200' below top of Red Bird Mbr",Campanian,NA,,"SW1/4 NE1/4 NW1/4 NE1/4  sec. 23, T. 38 N., R. 62 W., Niobrara Co., Wyo. ", Baculites,,W. A. Cobban,7/15/1958,,Redbird Section,,43.2613,-104.26897,PP 393,,02/18/2014, Baculites,RA-8,Baculites
816,2823,1882,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, 9' above uppermost prominent concretion bed of Mitten Member",Campanian,NA,,"NW1/4 SW1/4 NE1/4 NE1/4 sec. 23, T. 38 N., R. 62 W., Niobrara Co., Wyo. ",Baculites,,W. A. Cobban,7/16/1958,,,,43.26065,-104.26504,PP 393,,02/18/2014,Baculites,,Baculites
817,2824,1884,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from brown limestone concretions 21' above the uppermost conspicuous bed of concretions of Mitten. Base of 15-foot brown silty shale ",Campanian,NA,,"NW1/4 SW1/4 NE1/4 NE1/4 sec. 23, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1882",Baculites,,W. A. Cobban,7/18/1958,,,,43.26065,-104.26504,PP 393,,02/18/2014,Baculites,,Baculites
818,2825,1886,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, 50' above uppermost conspicuous bed of concretions of Mitten Member.",Campanian,NA,,"NW1/4 SW1/4 NE1/4 NE1/4 sec. 23, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1882",Baculites,,W. A. Cobban,7/16/1958,,,,43.26065,-104.26504,PP 393,,02/18/2014,Baculites,,Baculites
821,2829,1941,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, 333' above the tan Didymoceras ridge",Campanian,NA,,"E1/2 NE1/4 sec. 14, T. 38 N., R. 62 W., Niobrara Co., Wyo.",Baculites,,W. A. Cobban,08/07/1958,,,,43.27393,-104.26481,PP 393,,02/18/2014,Baculites,R8/7-4,Baculites
824,2843,4008,USA,WY,Niobrara,Upper Cretaceous,"Pierre Shale, near base of shale overlying Exiteloceras zone",Campanian,NA,,"Red Bird B section stream out. NE1/4SE1/4NE1/4 sec. 14, T. 38 N., R. 62 W.",Baculites,,W. A. Cobban,9/25/1962,,,,43.2727,-104.26345,"PP 393, PP 550 B",,02/18/2014,Baculites,,Baculites
828,2850,1933,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale,  about 130' above the Didymoceras ridge",Campanian,NA,," SE1/4 SE1/4 NE1/4 sec. 14, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1932",Baculites,,W. A. Cobban,08/07/1958,,,,43.2709,-104.26313,PP 393,,02/18/2014,Baculites,,Baculites
834,2864,1871,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from 201 - 219 ft. below top of Mitten Member",Campanian,NA,,"N1/2 NE1/4 NW1/4 SW1/4 sec. 13, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1869",Baculites,,W. A. Cobban,08/08/1958,,,,43.2713,-104.2611,PP 393,,02/18/2014,Baculites,RR8/8-3,Baculites
835,2866,1878,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from iron-stained limestone concretions, at top of Mitten Member",Campanian,NA,,"NE1/4 NW1/4 NW1/4 SW1/4 sec. 13, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1877",Baculites,,W. A. Cobban,08/08/1958,,,,43.2713,-104.2611,PP 393,,02/18/2014,Baculites,R8/8-2,Baculites
836,2868,1896,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from yellow and gray limestone concretions 277' above base of silty member",Campanian,NA,,"N1/2 NW1/4 NW1/4 SW1/4 sec. 13, T. 38 N., R. 62 W., Niobrara Co., Wyo.",Baculites,,W. A. Cobban,08/08/1958,,,,43.26949,-104.26099,PP 393,,02/18/2014,Baculites,,Baculites
842,2876,1859,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, about 60' above top of Sharon Springs Member",Campanian,NA,,"East slope of hill NW1/4 SW1/4 NW1/4 sec. 24, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1858",Baculites,Baculites asperiformis,"W. A. Cobban, W. J. Mapel",7/15/1958,,,,43.25825,-104.26053,PP 393,,02/18/2014,Baculites,,Baculites
843,2878,1883,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from the 25' of dark shale above the uppermost prominent bed of concretion in Mitten ",Campanian,NA,,"NE1/4 NW1/4 NW1/4 SW1/4 sec. 13, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1877",Baculites,,W. A. Cobban,7/16/1958,,,,43.2694,-104.26025,PP 393,,02/18/2014,Baculites,,Baculites
844,2879,1889,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, about 90' above base of silty member",Campanian,NA,,"NE1/4 NW1/4 NW1/4 SW1/4 sec. 13, T. 38 N., R. 62 W., Niobrara Co., Wyo. ",Baculites,,W. A. Cobban,7/16/1958,,,,43.2694,-104.26025,PP 393,,02/18/2014,Baculites,,Baculites
846,2884,2114,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from 96 - 138' below top of Mitten member",Campanian,NA,,"N1/2 NE1/4 NW1/4 SW1/4 sec. 13, T. 38 N., R. 62 W.  Same locality as D2113",Baculites,,W. A. Cobban,7/24/1959,,Red bird section,,43.26958,-104.25872,PP 393,,02/18/2014,Baculites,,Baculites
849,2890,1873,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from orange- brown ferro-calc. Concretions 187 ft. below top of Mitten Member",Campanian,NA,,"N1/2 NE1/4 NW1/4 SW1/4 sec. 13, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1869",Baculites,,W. A. Cobban,08/08/1958,,,,43.26925,-104.25846,PP 393,,02/18/2014,Baculites,RR8/8-5,Baculites
850,2891,1874,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from orange- brown ferro-calc. Concretions 170 - 174 ft. below top of Mitten Member",Campanian,NA,,"N1/2 NE1/4 NW1/4 SW1/4 sec. 13, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1869",Baculites,,W. A. Cobban,08/08/1958,,,,43.26925,-104.25846,PP 393,,02/18/2014,Baculites,RR8/8-6,Baculites
871,2923,1017,USA,WY,Niobrara,Cretaceous,"Pierre shale ,from black shale unit about 800 feet below Fox Hill sandstone",Campanian,NA,,"South side of U.S.Highway 85, 2.0 miles southwestof bridge over Mule Creek ,near center of N1/2 sec.24,T.39 N.,R. 62W.",Baculites,Baculites reesidei,W.A. Cobban,9/30/1956,0,,,43.34576,-104.25263,,,02/18/2014,Baculites,,Baculites
875,2927,1863,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, lower part of post-Sharon Springs unit",,NA,,"NW1/4 NW1/4 SE1/4 sec. 13, T. 38 N., R. 62 W., Niobrara Co., Wyo",Baculites,,W. A. Cobban,7/16/1958,,,,43.2687,-104.25095,PP 393,,02/18/2014,Baculites,,Baculites
885,2942,1014,USA,WY,Niobrara,Cretaceous,"Pierre shale , from rusty calcareous concretions in silty member",Campanian,NA,,"East side of U.W.Highway 85 ,0,4 mile southwest of bridge over Mule Creek near center of SE1/4NW1/4 sec.18,T.39 N.,R.61 W.",Baculites,,W.A. Cobban,10/04/1956,0,,,43.3574,-104.2333,,,02/18/2014,Baculites,,Baculites
887,2957,1856,USA,WY,Niobrara,Upper Cretaceous,Pierre shale. From basal 10' of post-Sharon Springs unit,Campanian,NA,,"North of Redbird road in SW1/4 sec. 17 and NW1/4 sec. 20, T. 38 N., R. 61 W., Niobrara Co., Wyo",Baculites,,W. A. Cobban,7/17/1958,,,,43.25992,-104.21792,PP 393,,02/18/2014,Baculites,,Baculites
888,2958,1857,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from gray septarian limestone concretions 38' above base of post-Sharon Springs unit",Campanian,NA,,"North of Redbird road in SW1/4 sec. 17 and NW1/4 sec. 20, T. 38 N., R. 61 W., Niobrara Co., WY. Same locality as D1856",Baculites,,W. A. Cobban,7/17/1958,,,,43.25992,-104.21792,PP 393,,02/18/2014,Baculites,,Baculites
908,3003,1016,USA,WY,Niobrara,Cretaceous,"Pierre shale ,from tan-weathering silty calcareous concretions higher than D1015",,NA,,"East side of U.S.Highway 85, 1.0mile southwest of bridge over Mule Creek ,NW1/4SW1/4 sec.13,T.39 N.,R.61 W., .",Baculites,,W.A. Cobban,10/04/1956,0,,,43.35614,-104.14185,,,02/18/2014,Baculites,,Baculites
909,3004,1855,USA,WY,Niobrara,Upper Cretaceous,From gray septarian limestone concretion and red ferruginous concretion 45-60' above of post-Sharon Springs member of Pierre shale,Campanian,NA,,"1/4 mile south of Redbird road 2.2 miles from its junction with U.S. 85A, in SW1/4 sec. 1, T. 38 N., R. 61 W., Niobrara Co., WY",Baculites,Baculites asperiformis,W. A. Cobban,08/07/1958,,,,43.29592,-104.13979,PP 393,,02/18/2014,Baculites,,Baculites
121,438,8845,USA,WY,Hot Springs,Cretaceous,"Frontier Formation, from ridge of thin beds of very fine grained sandstone at top of formation ",,NA,,"Just north of oilfield road near center of the NE1/4 NW1/4 sec. 14, T. 43 N., R. 92 W.",Baculites ,,W. A. Cobban ,07/08/1973,,Packsaddle Creek quad,,43.70188,-107.87005,,,02/18/2014,Baculites ,,Baculites 
